Name,Year,Director,خفن,Type,Animation,Comment,URL,Casts
The Dark Knight,2008,Christopher Nolan,*,Movie,IsNot,,https://www.imdb.com//title/tt0468569/?ref_=fn_al_tt_1,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Maggie Gyllenhaal, Gary Oldman, Morgan Freeman, Monique Gabriela Curnen, Ron Dean, Cillian Murphy, Chin Han, Nestor Carbonell, Eric Roberts, Ritchie Coster, Anthony Michael Hall, Keith Szarabajka, Colin McFarlane, Joshua Harto, Melinda McGraw, Nathan Gamble, Michael Vieau, Michael Stoyanov, William Smillie, Danny Goldring, Michael Jai White, Matthew O'Neill, William Fichtner, Olumiji Olawumi, Greg Beam, Erik Hellman, Beatrice Rosen, Vincenzo Nicoli, Edison Chen, Nydia Rodriguez Terracina, Andy Luther, James Farruggio, Tom McElroy, Will Zahrn, James Fierro, Patrick Leahy, Sam Derence, Jennifer Knox, Patrick Clear, Sarah Jayne Dunn, Charles Venn, Winston Ellis, David Dastmalchian, Sophia Hinshelwood, Keith Kupferer, Joe Caballero, Richard Dillane, Daryl Satcher, Chris Petschler, Aidan Feore, Philip Bulcock, Paul Birchard, Walter Lewis, Vincent Riotta, Nancy Crane, K. Todd Freeman, Matt Shallenberger, Michael Andrew Gorman, Lanny Lutz, Peter DeFaria, Matt Rippy, Andrew Bicknell, Ariyon Bakare, Doug Ballard, Helene Maksoud, Tommy Campbell, Craig Heaney, Sutara Gayle, Lisa McAllister, Peter Brooke, Joshua Rollins, Dale Rivera, Matthew Leitch, Tom Lister Jr., Thomas Gaitsch, William Armstrong, Adam Kalesperis, Tristan Tait, Bronson Webb, David Ajala, Gertrude Mosley, Jonathan Ryland, James Scales, Nigel Carrington, Ian Pirie, Lateef Lovejoy, Grahame Edwards, Roger Monk, Ronan Summers, Wai Wong, Michael Corey Foster, Hannah Gunn, Brandon Lambdin"
The DaVinci Code,2006,Ron Howard,,Movie,IsNot,,https://www.imdb.com//title/tt0382625/?ref_=fn_al_tt_1,"Tom Hanks, Audrey Tautou, Ian McKellen, Jean Reno, Paul Bettany, Alfred Molina, Jürgen Prochnow, Jean-Yves Berteloot, Etienne Chicot, Jean-Pierre Marielle, Marie-Françoise Audollent, Rita Davies, Francesco Carnelutti, Seth Gabel, Shane Zaza, Andy Clark, Fausto Maria Sciarappa, Joe Grossi, Denis Podalydès, Harry Taylor, Clive Carter, Garance Mazureck, Daisy Doidge-Hill, Lilli Ella Kelleher, Crisian Emanuel, Charlotte Graham, Xavier de Guillebon, Tonio Descanvelle, David Bark-Jones, Seretta Wilson, Églantine Rembauville-Nicolle, Dan Tondowski, Aewia Huillet, Roland John-Leopoldie, David Saracino, Lionel Guy-Bremond, Yves Aubert, Rachael Black, Dez Drummond, Mark Roper, Brock Little, Matthew Butler-Hart, Roland Menou, Hugh Mitchell, Tina Maskell, Peter Pedrero, Sam Mancuso, Andre Lillis, Mario Vernazza, Agathe Natanson, Daz Parker, Andy Robb, Tom Barker, Maggie McEwan, Michael Bertenshaw, Sarah Wildor, David Bertrand"
The Departed,2006,Martin Scorsese,,Movie,IsNot,,https://www.imdb.com//title/tt0407887/?ref_=fn_al_tt_1,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Ray Winstone, Vera Farmiga, Anthony Anderson, Alec Baldwin, Kevin Corrigan, James Badge Dale, David O'Hara, Mark Rolston, Robert Wahlberg, Kristen Dalton, Thomas B. Duffy, Richard Hughes, J.C. MacKenzie, Mary Klug, Peg Holzemer, Robert 'Toshi' Kar Yuen Chan, Gurdeep Singh, Armen Garo, John Cenatiempo, Joseph Riccobene, Billy Smith, Lyman Chen, Kevin P. McCarthy, Chris Fischer, Brian Smyj, William Severs, Larry Mitchell, Anthony Estrella, Andrew Breving, Tracey Paleo, Douglas Crosby, Dorothy Lyman, Audrie Neenan, Frank Mallicoat, Paula DeMers, Conor Donovan, Amanda Lynch, Sallie Toussaint, Patrick Coppola, Mick O'Rourke, Deborah Carlson, Nellie Sciutto, Peter Welch, Henry Yuk, Dennis Lynch, Michael Byron, William Lee, John Rue, Peter Crafts, Joseph P. Reidy, John Farrer, Paris Karounos, Brian Haley, Terry Serpico, Jay Giannone, John Polce, Bo Cleary, David Conley, Victor Chan, Jill Brown, Sarah Fearon, Tom Kemp, Denece Ryland, Zachary Pauliks, Daniel F. Risteen Jr., Francis P. Hughes, Johnny Cicco, Chance Kelly, Shay Duffin, John McConnell, Kenneth Stoddard, Jeffrey Winter, Paddy Curran, Mark Philip Patrick, David Fischer, Walter Y.F. Wong, Tony M. Yee, Francesca Scorsese, Alex Morris, Emma Tillinger Koskoff, Craig Castaldo"
The devil advocate,1997,Jeff Bleckner,,Movie,IsNot,,https://www.imdb.com//title/tt0126774/?ref_=fn_al_tt_1,"Ken Olin, Mariska Hargitay, Gina Philips, Wendell Pierce, Jessica Tuck, Gary Basaraba, Gillian Barber, Scott Hylands, Suki Kaiser, Kevin McNulty, Gabrielle Miller, Holt McCallany, Anne Farquhar, Deanna Milligan, Fulvio Cecere, Bob Morrisey, Jay Brazeau, Peter Bryant, Ken Camroux-Taylor, Kevin Hayes, Jayme Knox, Mi-Jung Lee, Angela Moore, Joanna Piros, Shannon Purvis, Lauren K. Robek, Tom Shorthouse, Charles Siegel, Catherine Zak"
The Founder,2016,John Lee Hancock,,Movie,IsNot,,https://www.imdb.com//title/tt4276820/?ref_=fn_al_tt_1,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini, B.J. Novak, Laura Dern, Justin Randell Brooke, Kate Kneeland, Patrick Wilson, Griff Furst, Wilbur Fitzgerald, David de Vries, Andrew Benator, Cara Mantella, Randall Taylor, Lacey King, Jeremy Daniel Madden, Rebecca Ray, Adam Rosenberg, Jacinte Blankenship, Charles Green, David Silverman, Mike Pniewski, Catherine Dyer, Susan Savoie, Franco Castan, Kenny Alfonso, Kabby Borders, Nicolette Goetz, Lauren Denham, Abbey Ferrell, Justin Alvarez, Victor McCay, Steve Coulter, Ric Reitz, Joy Glover Walters, Makabe Ganey, Jody Thompson, Chris Greene, Kimberly Banta, Devon Ogden, Gerald Duckworth, Jen Cohen, David Zyler, Joseph Sanfelippo"
The Fountain,2006,Darren Aronofsky,,Movie,IsNot,,https://www.imdb.com//title/tt0414993/?ref_=fn_al_tt_1,"Hugh Jackman, Rachel Weisz, Ellen Burstyn, Mark Margolis, Stephen McHattie, Fernando Hernandez, Cliff Curtis, Sean Patrick Thomas, Donna Murphy, Ethan Suplee, Richard McMillan, Lorne Brass, Abraham Aronofsky, Renee Asofsky, Anish Majumdar, Janique Kearns, Boyd Banks, Alex Bisping, Kevin Kelsall, Patrick Vandal, Marcello Bezina, Hugo Salvador Gutierrez Aguilar, Eric Carmelo Valenzuela Batz, Elfego Vinicio Pena Castellanos, Jose Maria Tol Chan, Jose Panjoj Cortez, Juan Salvador Lares, Jose Alfredo Conoz Macario, Tomas Tol Nix, Luis Alfredo Yac Noj, Mateo Martin Perez, Edson Vasquez Pixabaj, Marvin Leonardo Raxtun Raxtun, Tomas Morales Sacquic, Santos Ajic Sapon, Xaijil Sicajan, Manuel Antonio Salvador Tol, Tomas Salvador Tol, Tomas Augustin Canil Ventura, Carlos Enrique Ramos Xalcut, Octavio Guadelupe Zabala Xitamul"
The Girl With The Dragon Tattoo,2011,David Fincher,,Movie,IsNot,,https://www.imdb.com//title/tt1568346/?ref_=fn_al_tt_1,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård, Steven Berkoff, Robin Wright, Yorick van Wageningen, Joely Richardson, Geraldine James, Goran Visnjic, Donald Sumpter, Ulf Friberg, Bengt C.W. Carlsson, Tony Way, Per Myrberg, Josefin Asplund, Eva Fritjofson, Moa Garpendal, Maia Hansson Bergqvist, Sarah Appelberg, Julian Sands, Anna Björk, Gustaf Hammarsten, Simon Reithner, David Dencik, Marcus Johansson, Mathilda von Essen, Mathias Palmér, Martin Jarvis, Inga Landgré, Reza Dehban, Anders Berg, Mats Andersson, Anders Jansson, Jürgen Klein, Kalle Josephson, Sandra Andreis, Arly Jover, Pierre Sjö Östergren, Tess Panzer, Alastair Duncan, Alan Dale, Julia Rose, Peter Carlberg, Jan Abramson, Lena Strömdahl, Matthew Wolf, Anne-Li Norberg, Leo Bill, Marco Albrecht, Martina Lotun, Anna Carlson, Yvonne Åstrand, Fredrik Dolk, Christian Heller, Werner Biermeier, Christine Adams, Peter Hottinger, Joyce Giraud, Bengt Wallgren, Elodie Yung, Anna Charlotta Gunnarson, Andreas Björklund, Embeth Davidtz, Joel Kinnaman, Karen E. Wright, Leah Shaw, George Gerdes"
The Godfather,1972,Francis Ford Coppola,,Movie,IsNot,,https://www.imdb.com//title/tt0068646/?ref_=fn_al_tt_1,"Marlon Brando, Al Pacino, James Caan, Richard S. Castellano, Robert Duvall, Sterling Hayden, John Marley, Richard Conte, Al Lettieri, Diane Keaton, Abe Vigoda, Talia Shire, Gianni Russo, John Cazale, Rudy Bond, Al Martino, Morgana King, Lenny Montana, John Martino, Salvatore Corsitto, Richard Bright, Alex Rocco, Tony Giorgio, Vito Scotti, Tere Livrano, Victor Rendina, Jeannie Linero, Julie Gregg, Ardell Sheridan, Simonetta Stefanelli, Angelo Infanti, Corrado Gaipa, Franco Citti, Saro Urzì"
The Grand Budapest Hotel,2014,Wes Anderson,,Movie,IsNot,,https://www.imdb.com//title/tt2278388/?ref_=fn_al_tt_1,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody, Willem Dafoe, Jeff Goldblum, Harvey Keitel, Jude Law, Bill Murray, Edward Norton, Saoirse Ronan, Jason Schwartzman, Léa Seydoux, Tilda Swinton, Tom Wilkinson, Owen Wilson, Tony Revolori, Larry Pine, Giselda Volodi, Florian Lukas, Karl Markovics, Volker Michalowski, Neal Huff, Bob Balaban, Fisher Stevens, Wallace Wolodarsky, Waris Ahluwalia, Jella Niemann, Marcel Mazur, Robert Bienas, Manfred Lindner, Oliver Claridge, Bernhard Kremser, Kunichi Nomura, Anna Rademacher, Heinz-Werner Jeschkowski, Steffen Scheumann, Sabine Euler, Renate Klein, Uwe Holoubek, Francesco Zippel, Enrico Hoffmann, Daniel Steiner, Marie Goyette, Hendrik von Bültzingslöwen, Paul Schlase, Jeno Orosz, Gyula Lukács, Darin Damjanow, Dar Ronge, Georg Rittmannsperger, Dirk Bossmann, Arwin Lobedann, Robin Hurlstone, Jutta Westphal, Matthias Holfert, Lisa Kreuzer, Gisela Bech, Birgit Müller, Ursula Kuhnt, Monika Krüger, Wolfram Nielacny, Reinhold Hegelow, Steffen Nixdorf, Rainer Reiners, Milton Welsh, Piet Paes, Michaela Caspar, Sabine Urig, Heike Hanold-Lynch, Roy Macready, John Peet, Carl Sprague, Golo Euler, Jürgen Schwämmle, Frank Jacob, Claudia Jung, Roman Berger, Michael Benthin, Matthias Matschke, Lennart Meyer, Alfred Hänel, Manpreet Gerlach, David Adamik, Moritz Hepper, David Cioffi, Lucas Hedges, Wolfgang Czeczor, Philipp Sonntag, Hans-Marrin Stier, Georg Tryphon, Gabriel Rush, Hannes Wegener, Gerald Sullivan, Oliver Hazell, Ben Howard, Bohumil Váchal, Marko Dyrlich, Ed Munro"
The Great Gatsby,2013,Baz Luhrmann,,Movie,IsNot,,https://www.imdb.com//title/tt1343092/?ref_=fn_al_tt_1,"Lisa Adam, Frank Aldridge, Amitabh Bachchan, Steve Bisley, Richard Carter, Jason Clarke, Adelaide Clemens, Vince Colosimo, Max Cullen, Mal Day, Elizabeth Debicki, Leonardo DiCaprio, Joel Edgerton, Emmanuel Ekwensi, Eden Falk, Isla Fisher, Emily Foreman, Tiger Leacey Wyvill, Charlize Skinner, Garrett William Fountain, David Furlong, Daniel Gill, Iota, Price Johnson, Stephen James King, Goran D. Kleut, Kim Knuckey, Barrie Laws, Mark Lemon, John Maumau, Brendan Maclean, Tobey Maguire, Callan McAuliffe, Ben McIvor, Hamish Michael, Brian Rooney, Kevin McGlothan, Nick Meenahan, Olga Miller, Heather Mitchell, Carey Mulligan, Gus Murray, Kate Mulvany, Barry Otto, John O'Connell, Corey Blake Owers, Tasman Palazzi, Brenton Prince, Bryan Probets, Milan Pulvermacher, Alfred Quinten, Gadir Rajab, Jake Ryan, John Sheerin, Nicholas Simpson, Kasia Stelmach, Nick Tate, Jack Thompson, Kieran van Bunnik, Sylvana Vandertouw, Gemma Ward, Matthew Whittet, Felix Williamson, Bill Young, Nancy Denis, Kahlia Greksa, Karinna Greksa, Natasha Marconi, Jaclyn Seymour, Briden Starr, Charles Bartley, Veronica Beattie, Kane Bonke, Kirby Burgess, Henry Byalikov, Thomas Egan, Danielle Evrat, Ryan Gonzalez, Michelle Hopper, Lyndell Harradine, Lara Mulcahy, Romina Villafranca, Mitchell Woodcock, Kaylie Yee, Sophie Rose Holloway, James May, Zac McAliece, Alex Stewart, Mikaela Smith, Tiana Canterbury, Morgan Choice, Lisa Viola, Eden Dessalegn, Elenoa Rokobaro, Effie Nkrumah, Thabang Baloyi, Donna Stevens, Lil Tulloch"
The Heat,2013,Paul Feig,,Movie,IsNot,,https://www.imdb.com//title/tt2404463/?ref_=fn_al_tt_1,"Sandra Bullock, Melissa McCarthy, Demián Bichir, Marlon Wayans, Michael Rapaport, Jane Curtin, Spoken Reasons, Dan Bakkedahl, Taran Killam, Michael McDonald, Tom Wilson, Peter Weireter, John Ross Bowie, William Xifaras, Cary 'Big Shug' Guy, Erica Derrickson, Tony Hale, Deirdre Horgan, William Ambrose Kennedy, Tony V., Amanda Good Hennessey, Patty Ross, Kaitlin Olson, Ellen Becker-Gray, Andy Buckley, Don Orsillo, Adam Ray, Chris Gethard, Dane Anton Aska III, Joey McIntyre, Michael Tucci, Bill Burr, Nate Corddry, Jessica Chaffin, Jamie Denbo, Miriam Tolan, Alexis Garcia, Raw Leiba, Ben Falcone, Joe Stapleton, Steve Bannos, Fletcher McTaggart, Zach Woods, Joe Garland, Thomas B. Devlin, Benjamin Evett, Elliot Santiago, Mitch Silpa, Katie Dippold, Kelby Turner Akin, Lance Norris, Michelle Turner Young, Tyler Clark, Devon Diep, Anna Lapteva, Lee, Ralph, Skylar, Tylar, Samantha"
The House That Jack Built,2018,Lars von Trier,,Movie,IsNot,,https://www.imdb.com//title/tt4003440/?ref_=fn_al_tt_1,"Matt Dillon, Bruno Ganz, Uma Thurman, Siobhan Fallon Hogan, Sofie Gråbøl, Riley Keough, Jeremy Davies, Jack McKenzie, Mathias Hjelm, Ed Speleers, Emil Tholstrup, Marijana Jankovic, Carina Skenhede, Rocco Day, Cohen Day, Robert Jezek, Osy Ikhile, Christian Arnold, Yoo Ji-tae, Johannes Kuhnke, Jerker Fahlström, David Bailie, Robert G. Slade, Vasilije Mujka"
The Hunger Games,2012,Gary Ross,,Movie,IsNot,,https://www.imdb.com//title/tt1392170/?ref_=fn_al_tt_1,"Stanley Tucci, Wes Bentley, Jennifer Lawrence, Willow Shields, Liam Hemsworth, Elizabeth Banks, Sandra Ellis Lafferty, Paula Malcomson, Rhoda Griffis, Sandino Moya-Smith, Josh Hutcherson, Raiko Bowman, Dwayne Boyd, Anthony Reynolds, Judd Lormand, Woody Harrelson, Toby Jones, Kimiko Gelman, Nelson Ascencio, Bruce Bundy, Lenny Kravitz, Amandla Stenberg, Dayo Okeniyi, Leven Rambin, Jack Quaid, Latarsha Rose, Donald Sutherland, Alexander Ludwig, Isabelle Fuhrman, Ian Nelson, Kalia Prescott, Ethan Jamieson, Jacqueline Emerson, Mackenzie Lintz, Imanol Yepez-Frias, Annie Thurman, Dakota Hood, Amber Chaney, Karan Kendrick, Shane Biseell, Kate Kneeland, Steve Coulter, Sharon Conley, Tim Taylor, John Ross, Phillip Troy Linger"
The Hunt,2012,Thomas Vinterberg,,Movie,IsNot,,https://www.imdb.com//title/tt2106476/?ref_=fn_al_tt_1,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm, Susse Wold, Anne Louise Hassing, Lars Ranthe, Alexandra Rapaport, Sebastian Bull, Steen Ordell Guldbrand Jensen, Daniel Engstrup, Troels Thorsen, Søren Rønholt, Hana Shuan, Jytte Kvinesdal, Josefine Gråbøl, Bjarne Henriksen, Nicolai Dahl Hamilton, Øyvind Hagen-Traberg, Allan Wibor Christensen, Rikke Bergmann, Rasmus Lind Rubin, Frank Rubæk, Jakob Højlev Jørgensen, Nina Christrup, Birgit Petersen, Karina Fogh Holmkjær, Heidi Gross, Marie Aktor, Mona C. Soliman, Mie Ravn Nielsen, Kim Westi, Thomas Ravn, Katrine Brygmann Salomon, Rosa"
The Hunt,2012,Thomas Vinterberg,,Movie,IsNot,,https://www.imdb.com//title/tt2106476/?ref_=fn_al_tt_1,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm, Susse Wold, Anne Louise Hassing, Lars Ranthe, Alexandra Rapaport, Sebastian Bull, Steen Ordell Guldbrand Jensen, Daniel Engstrup, Troels Thorsen, Søren Rønholt, Hana Shuan, Jytte Kvinesdal, Josefine Gråbøl, Bjarne Henriksen, Nicolai Dahl Hamilton, Øyvind Hagen-Traberg, Allan Wibor Christensen, Rikke Bergmann, Rasmus Lind Rubin, Frank Rubæk, Jakob Højlev Jørgensen, Nina Christrup, Birgit Petersen, Karina Fogh Holmkjær, Heidi Gross, Marie Aktor, Mona C. Soliman, Mie Ravn Nielsen, Kim Westi, Thomas Ravn, Katrine Brygmann Salomon, Rosa"
The Intouchables,2011,"Olivier Nakache, Éric Toledano",,Movie,IsNot,,https://www.imdb.com//title/tt1675434/?ref_=fn_al_tt_1,"François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot, Joséphine de Meaux, Clotilde Mollet, Alba Gaïa Bellugi, Cyril Mendy, Salimata Kamate, Absa Diatou Toure, Grégoire Oestermann, Dominique Daguier, François Caron, Christian Ameri, Thomas Solivérès, Dorothée Brière, Marie-Laure Descoureaux, Émilie Caen, Sylvain Lazard, Jean-François Cayrey, Ian Fenelon, Renaud Barse, François Bureloup, Nicky Marbot, Benjamin Baroche, Jérôme Pauwels, Antoine Laurent, Fabrice Mantegna, Hedi Bouchenafa, Caroline Bourg, Michel Winogradoff, Kévin Wamo, Elliot Latil, Alain Anthony, Dominique Henry, Le Capriccio Français, Philippe Le Fevre"
The invention of Lying,2009,"Ricky Gervais, Matthew Robinson",,Movie,IsNot,,https://www.imdb.com//title/tt1058017/?ref_=fn_al_tt_1,"Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K., Jeffrey Tambor, Fionnula Flanagan, Rob Lowe, Tina Fey, Donna Sorbello, Stephanie March, Ruben Santiago-Hudson, John Hodgman, Nate Corddry, Jimmi Simpson, Martin Starr, Jason Bateman, Christopher Guest, Alton Fitzgerald White, Philip Seymour Hoffman, Edward Norton, Roz Ryan, Michael Patrick Gough, Arnie Burton, Ashlie Atkinson, Bobby Moynihan, Shaun Williamson, Stephen Merchant, Cole Jensen, Conner Rayburn, Lisa Gerber, Matt Stadelmann, Jared Voss, Jessica Baade, Elena Wohl, Matthew Robinson, Donald Foley, Patrick Shea, Joe Stapleton, Dennis Lemoine, Lance Norris, Joe Wong, Collin Knight, Eric André, Gene Amoroso, Armen Garo, Dreama Walker, Brigid O'Connor, Christine Mascott, Ellen Colton, Layla Hosseini, Erica Newhall, Nydia Calon, Hope Farley, Paul Donlon, Mauriel Gould, Mary Klug, Rachel Harker, Brett Cramp, Toni Saladna, Guy Strauss, Nick Towne, Tate Ellington, Luz Alexandra Ramos, Ken Cheeseman, David Pittu, Nada Despotovich, Danielle Perry, Joseph Badalucco Jr., Douglass Bowen Flynn, Celeste Oliva, Jake Watkins, Valerie Hager, Alison Quinn, Mitchell Roche"
The Inventor,2019,"Jim Capobianco, Pierre-Luc Granjon",,Movie,IsNot,,https://www.imdb.com//title/tt5822848/?ref_=fn_al_tt_1,"Daisy Ridley, Marion Cotillard, Matt Berry, Stephen Fry, Natalie Palamides, Max Baumgarten, Jim Capobianco, Ben Stranahan, John Gilkey, Jane Osborn, Daniel Swan, Angelino Sandri"
The Invisible guest,2016,Oriol Paulo,*,Movie,IsNot,,https://www.imdb.com//title/tt4857264/?ref_=fn_al_tt_1,"Mario Casas, Ana Wagener, Jose Coronado, Bárbara Lennie, Francesc Orella, Paco Tous, David Selvas, Iñigo Gastesi, San Yélamos, Manel Dueso, Blanca Martínez, Pere Brasó, Jordi Brunet, Bobby Gonzalez, Martina Hurtado, Ruth Llopis, Jordi Llordella, Annick Weerts, Laia Alberch, Cristian Valencia, Betsy Túrnez, Sandra Golpe, Susana Molina, Helena Resano"
The Invisible Man,2020,Leigh Whannell,,Movie,IsNot,,https://www.imdb.com//title/tt1051906/?ref_=fn_al_tt_1,"Elisabeth Moss, Oliver Jackson-Cohen, Harriet Dyer, Aldis Hodge, Storm Reid, Michael Dorman, Benedict Hardie, Renee Lim, Brian Meegan, Nick Kici, Vivienne Greer, Nicholas Hope, Cleave Williams, Cardwell Lynch, Sam Smith, Zara Michales, Serag Mohamed, Nash Edgerton, Anthony Brandon Wong, Xavier Fernandez"
The Judge,2014,David Dobkin,,Movie,IsNot,,https://www.imdb.com//title/tt1872194/?ref_=fn_al_tt_1,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton, Vincent D'Onofrio, Jeremy Strong, Dax Shepard, Leighton Meester, Ken Howard, Emma Tremblay, Balthazar Getty, David Krumholtz, Grace Zabriskie, Denis O'Hare, Sarah Lancaster, Lonnie Farmer, Matt Riedy, Mark Kiely, Jeremy Holm, Catherine Cummings, Tamara Hickey, Paul Emile, Ian Nelson, Carol S. Austin, Marcus D'Angelo, Michael Celata, Bobby Bryan, Cody Pettola, Johnny Orlando, Gary Wayne Farris, Ras Enoch McCurdie, Ian Blackman, John Talalas, Daryl Edwards, Joel Brady, Sara Jane Burns, Ara Glenn-Johanson, Kate Crowley, Peter Michael McDonald, Michael Patrick Kane, Lance Norris, Lenny Clarke, Frank Ridley, Duncan B. Putney, Pun Bandhu, Jamison Haase, Lucien Spelman, Timothy John Smith, Jonathan Ziese, Brian McGrail, Joyce Greenleaf, Enn Reitel"
The Kings Speech,2010,Tom Hooper,,Movie,IsNot,,https://www.imdb.com//title/tt1504320/?ref_=fn_al_tt_1,"Colin Firth, Helena Bonham Carter, Derek Jacobi, Robert Portal, Richard Dixon, Paul Trussell, Adrian Scarborough, Andrew Havill, Charles Armstrong, Roger Hammond, Geoffrey Rush, Calum Gittins, Jennifer Ehle, Dominic Applewhite, Ben Wimsett, Freya Wilson, Ramona Marquez, David Bamber, Jake Hathaway, Michael Gambon, Guy Pearce, Patrick Ryecart, Teresa Gallagher, Simon Chandler, Claire Bloom, Orlando Wells, Tim Downie, Dick Ward, Eve Best, John Albasiny, Timothy Spall, Danny Emes, Anthony Andrews, John Warnaby, Roger Parrott, Sarah Molkenthin"
The Legend of 1900,1998,"Sung Jin Ahn, Alicia Chan, Young Heller, Stanley Von Medvey, Eugene Lee, Yu-Won Pang",,Movie,IsNot,,https://www.imdb.com//title/tt11247158/?ref_=fn_al_tt_1,Laura Bailey
The Legend of 1900,1998,"Sung Jin Ahn, Alicia Chan, Young Heller, Stanley Von Medvey, Eugene Lee, Yu-Won Pang",,Movie,IsNot,,https://www.imdb.com//title/tt11247158/?ref_=fn_al_tt_1,Laura Bailey
The Lighthouse,2019,Robert Eggers,,Movie,IsNot,,https://www.imdb.com//title/tt7984734/?ref_=fn_al_tt_1,"Robert Pattinson, Willem Dafoe, Valeriia Karaman, Logan Hawkes, Kyla Nicolle, Shaun Clarke, Pierre Richard, Preston Hudson, Jeffrey Cruts"
The Man from Earth,2007,Richard Schenkman,,Movie,IsNot,,https://www.imdb.com//title/tt0756683/?ref_=fn_al_tt_1,"David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford, Annika Peterson, William Katt, Alexis Thorpe, Richard Riehle, Steven Littles, Chase Sprague, Robbie Bryan"
The Mandela Effect,2019,David Guy Levy,,Movie,IsNot,,https://www.imdb.com//title/tt6544220/?ref_=fn_al_tt_1,"Charlie Hofheimer, Aleksa Palladino, Robin Lord Taylor, Clarke Peters, Madeleine McGraw, Tim Ransom, Ptolemy Slocum, Vernee Watson, Elena Campbell-Martinez, Steven Daniel Brun, Salme Geransar"
The Matrix,1999,"Lana Wachowski, Lilly Wachowski",*,Movie,IsNot,,https://www.imdb.com//title/tt0133093/?ref_=fn_al_tt_1,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Julian Arahanga, Matt Doran, Belinda McClory, Anthony Ray Parker, Paul Goddard, Robert Taylor, David Aston, Marc Aden Gray, Ada Nicodemou, Deni Gordon, Rowan Witt, Eleanor Witt, Tamara Brown, Janaya Pender, Adryn White, Natalie Tjen, Bill Young, David O'Connor, Jeremy Ball, Fiona Johnson, Harry Lawrence, Steve Dodd, Luke Quinton, Lawrence Woodward, Michael Butcher, Bernard Ledger, Robert Simper, Chris Pattinson, Nigel Harbach"
The Others,2001,Alejandro Amenábar,*,Movie,IsNot,,https://www.imdb.com//title/tt0230600/?ref_=fn_al_tt_1,"Nicole Kidman, Fionnula Flanagan, Christopher Eccleston, Alakina Mann, James Bentley, Eric Sykes, Elaine Cassidy, Renée Asherson, Gordon Reid, Keith Allen, Michelle Fairley, Alexander Vince, Ricardo López, Aldo Grilo"
The Peanut Butter Falcon,2019,"Tyler Nilson, Michael Schwartz",,Movie,IsNot,,https://www.imdb.com//title/tt4364194/?ref_=fn_al_tt_1,"Zack Gottsagen, Ann Pierce, Dakota Johnson, Bruce Dern, Shia LaBeouf, Thomas Haden Church, Rob Thomas, Jon Bernthal, Tim Zajaros, John Hawkes, Yelawolf, Jonathan D. Williams, Deja Dee, Lee Spencer, Mark Helms, Michael Berthold, Bruce Henderson, Wayne Dehart, Susan McPhail, Jake Roberts, Anthony Harvey, Christopher Higgins, Eric Dees, Mick Foley"
The PianoTeacher,2001,Michael Haneke,,Movie,IsNot,,https://www.imdb.com//title/tt0254686/?ref_=fn_al_tt_1,"Isabelle Huppert, Annie Girardot, Benoît Magimel, Susanne Lothar, Udo Samel, Anna Sigalevitch, Cornelia Köndgen, Thomas Weinhappel, Georg Friedrich, Philipp Heiss, William Mang, Rudolf Melichar, Michael Schottenberg, Gabriele Schuchter, Dieter Berner, Volker Waldegg, Martina Resetarits, Annemarie Schleinzer, Karoline Zeisler, Liliana Nelska, Luz Leskowitz, Viktor Teuflmayr, Viviane Bartsch, Florian Koban, Thomas Auner, Andreas Donat, Gerti Drassl, Klaus Händl, Erika Kollmann-Till, Nina Kripas, Esther Pils, Petra Reichel, Arbesi Sufi, Marcus Zeuner"
The Platform,2019,Galder Gaztelu-Urrutia,*,Movie,IsNot,,https://www.imdb.com//title/tt8228288/?ref_=fn_al_tt_1,"Ivan Massagué, Zorion Eguileor, Antonia San Juan, Emilio Buale, Alexandra Masangkay, Zihara Llana, Mario Pardo, Algis Arlauskas, Txubio Fernández de Jáuregui, Eric Goode, Óscar Oliver, Chema Trujillo, Miriam Martín, Gorka Zufiaurre, Miriam K. Martxante, Miren Gaztañaga, Braulio Cortés, Javier Mediavilla, Álvaro Orellana, Juan Dopico, Lian Xu Shao"
